window_idx,start_date,end_date,duration_days,start_value,end_value,pnl,pnl_pct,sharpe_ratio,max_drawdown,max_drawdown_len,total_return,annual_return,total_trades,won_trades,lost_trades,win_rate,avg_win,avg_loss,buy_hold_return_pct,buy_hold_max_dd
1,2010-06-06 22:00:00,2011-06-06 22:00:00,365,100000.0,101506.96545599999,1506.9654559999908,1.5069654559999908,-0.2696028260875673,-1.245615467020033,6830,,,330,326,4,98.7878787878788,13.608533343558271,-540.5431859999998,23.314083457526095,-12.444012089747126
2,2010-09-06 22:00:00,2011-09-06 22:00:00,365,100000.0,99988.67020399992,-11.329796000078204,-0.011329796000078204,-0.5786513211023085,-2.6217150957012905,11839,,,372,364,8,97.84946236559139,15.872000576923071,-723.8786282499997,16.026731929744937,-18.961228483300715
3,2010-12-06 22:00:00,2011-12-06 22:00:00,365,100000.0,98480.35218399971,-1519.647816000288,-1.519647816000288,-1.844662633328767,-3.2621244496545874,17795,,,405,395,10,97.53086419753086,17.17923778734175,-828.8275194000005,7.0738155326815715,-18.961228483300715
4,2011-03-06 22:00:00,2012-03-06 22:00:00,366,100000.0,98696.59324199981,-1303.4067580001865,-1.3034067580001867,-1.2169484366376786,-3.317094877154806,23371,,,433,423,10,97.6905311778291,16.97885503546097,-830.7766306000005,10.610038742121148,-18.961228483300715
5,2011-06-06 22:00:00,2012-06-06 22:00:00,366,100000.0,98203.4922499998,-1796.5077500001935,-1.7965077500001936,-3.212711635667929,-3.1905304884526995,20405,,,415,405,10,97.59036144578313,16.767421130864165,-858.7803866000002,13.222075596610722,-18.961228483300715
6,2011-09-06 22:00:00,2012-09-06 22:00:00,366,100000.0,101018.32884999987,1018.3288499998744,1.0183288499998744,-2.737531967450857,-1.9549132071196509,10018,,,340,335,5,98.52941176470588,16.32820264477609,-890.907616000001,30.761494119071358,-12.791131520413288
7,2011-12-06 22:00:00,2012-12-06 22:00:00,366,100000.0,100139.770552,139.77055200000177,0.13977055200000177,-4.3310331117946035,-1.95575099279104,15834,,,250,246,4,98.4,16.36291805691054,-971.8025874999996,13.624043951308836,-13.189876435854641
8,2012-03-06 22:00:00,2013-03-06 22:00:00,365,100000.0,99868.25210000003,-131.74789999997301,-0.13174789999997302,-1.136414820145953,-1.978735228081188,21241,,,218,214,4,98.1651376146789,17.59560135514016,-971.8025874999996,7.155946278212072,-13.189876435854641
9,2012-06-06 22:00:00,2013-06-06 22:00:00,365,100000.0,102044.20398800012,2044.2039880001248,2.044203988000125,0.024689839443953737,-1.5840562053316563,10546,,,220,218,2,99.0909090909091,18.626243036697193,-965.3378530000005,15.627048006247524,-13.189876435854641
10,2012-09-06 22:00:00,2013-09-06 22:00:00,365,100000.0,102326.59343400007,2326.5934340000676,2.3265934340000674,0.09064818119607847,-1.5991429750333037,10546,,,212,210,2,99.05660377358491,20.31141408571425,-965.3378530000005,11.513535071538957,-13.189876435854641
11,2012-12-06 22:00:00,2013-12-06 22:00:00,365,100000.0,104343.68645800008,4343.686458000084,4.343686458000084,0.5531223089678521,-0.8341848329696032,946,,,212,212,0,100.0,20.507726141509387,0.0,32.86305228953945,-7.612398881175753
12,2013-03-06 22:00:00,2014-03-06 22:00:00,365,100000.0,104492.35729800008,4492.357298000075,4.492357298000075,0.8466681797093575,-1.0395525924729578,1077,,,206,206,0,100.0,21.823263165048484,0.0,34.261577196943996,-7.612398881175753
13,2013-06-06 22:00:00,2014-06-06 22:00:00,365,100000.0,104666.7868320001,4666.7868320001,4.6667868320001,5.169945862589682,-1.0509382727658758,1077,,,203,203,0,100.0,22.985449211822647,0.0,28.9120356228915,-8.929884956012604
14,2013-09-06 22:00:00,2014-09-06 22:00:00,365,100000.0,104598.91134800007,4598.911348000067,4.598911348000067,1.63795425629169,-1.0619066244153532,1077,,,195,195,0,100.0,23.576813230769243,0.0,30.532966804913002,-8.929884956012604
15,2013-12-06 22:00:00,2014-12-06 22:00:00,365,100000.0,103437.28801200005,3437.288012000048,3.437288012000048,0.4897156963689603,-1.8859415883810073,4406,,,205,204,1,99.51219512195122,24.092132813725527,-1472.8938200000007,23.069371634367066,-10.55898511879494
16,2014-03-06 22:00:00,2015-03-06 22:00:00,365,100000.0,103786.04881000001,3786.0488100000075,3.7860488100000076,1.0518016683449691,-1.9054622116490596,5221,,,208,207,1,99.51923076923077,25.711108164251236,-1472.8938200000007,18.3752095602459,-10.55898511879494
17,2014-06-06 22:00:00,2015-06-06 22:00:00,365,100000.0,103830.05293200005,3830.0529320000496,3.83005293200005,1.8564805467649985,-1.9299231967046626,5221,,,191,190,1,99.47643979057592,28.190786768420978,-1472.8938200000007,17.946874407433153,-10.55898511879494
18,2014-09-06 22:00:00,2015-09-06 22:00:00,365,100000.0,101170.00804800006,1170.0080480000615,1.1700080480000616,-2.592028006709198,-3.929652143662081,5221,,,196,193,3,98.46938775510205,32.845946756476614,-1610.7362873333332,2.0420355715740945,-16.579404761649624
19,2014-12-06 22:00:00,2015-12-06 22:00:00,365,100000.0,102492.64299800008,2492.642998000083,2.492642998000083,0.26182990640978665,-3.93373922872668,8682,,,217,214,3,98.61751152073732,34.840266906541906,-1652.4180139999992,8.9091250687146,-16.579404761649624
20,2015-03-06 22:00:00,2016-03-06 22:00:00,366,100000.0,98417.15631800024,-1582.8436819997587,-1.582843681999759,-0.8170839950505528,-5.2941501878148305,14370,,,295,288,7,97.6271186440678,33.4771755277777,-1598.490358285713,-2.3436116949083345,-18.374044717901782
21,2015-06-06 22:00:00,2016-06-06 22:00:00,366,100000.0,98499.48223400023,-1500.5177659997717,-1.5005177659997715,-2.1654077487810484,-5.364545139476815,20270,,,305,298,7,97.70491803278688,32.53703765771812,-1598.490358285713,0.6463803593285262,-18.374044717901782
22,2015-09-06 22:00:00,2016-09-06 22:00:00,366,100000.0,99353.40912000019,-646.5908799998142,-0.6465908799998141,-0.7812780282898764,-5.045984649714698,16128,,,308,302,6,98.05194805194806,29.42973738410595,-1589.6458743333324,14.841298025703276,-18.374044717901782
23,2015-12-06 22:00:00,2016-12-06 22:00:00,366,100000.0,97319.61990000018,-2680.3800999998202,-2.68038009999982,-1.4274034566436387,-5.0994488620418155,22015,,,255,249,6,97.6470588235294,29.97786896385542,-1628.7502210000002,0.9582272476863071,-18.205770578119363
24,2016-03-06 22:00:00,2017-03-06 22:00:00,365,100000.0,101452.17993599996,1452.1799359999568,1.4521799359999568,-0.5864309377578978,-2.433915922442589,8163,,,182,180,2,98.9010989010989,27.998464788888885,-1770.1614300000037,23.49852978495049,-9.488242097147252
25,2016-06-06 22:00:00,2017-06-06 22:00:00,365,100000.0,101441.5979859999,1441.597985999906,1.441597985999906,-0.15002468347352874,-2.3389279105576595,9233,,,178,176,2,98.87640449438202,27.767184022727225,-1710.7349179999997,28.934929363673877,-8.716657278239838
26,2016-09-06 22:00:00,2017-09-06 22:00:00,365,100000.0,102919.26095600003,2919.2609560000274,2.919260956000027,0.21054385960113234,-2.2261749868732297,9233,,,155,154,1,99.35483870967742,31.113596636363635,-1832.565080000005,23.03534416474442,-7.328756023361106
27,2016-12-06 22:00:00,2017-12-06 22:00:00,365,100000.0,105541.02475600009,5541.024756000086,5.541024756000086,0.603068276252926,-1.4034992166417928,869,,,164,164,0,100.0,33.755014243902416,0.0,31.579390984240458,-5.8494308426399115
28,2017-03-06 22:00:00,2018-03-06 22:00:00,365,100000.0,103300.7524700002,3300.752470000196,3.3007524700001953,0.269186671216806,-4.059879089633697,2078,,,223,221,2,99.10313901345292,39.15892893212665,-2679.4066559999956,29.056314324429767,-12.417035279427328
29,2017-06-06 22:00:00,2018-06-06 22:00:00,365,100000.0,101048.09199600031,1048.0919960003084,1.0480919960003083,-0.19578350119848273,-6.887231792550624,8006,,,273,269,4,98.53479853479854,42.717434706319686,-2610.4894784999965,23.073507239192846,-12.48216134538433
30,2017-09-06 22:00:00,2018-09-06 22:00:00,365,100000.0,101285.08546000025,1285.0854600002494,1.2850854600002495,-0.3723703421104658,-6.970884419570798,14035,,,295,290,5,98.30508474576271,43.904301958620664,-2091.498764799998,25.454397247549075,-12.48216134538433
31,2017-12-06 22:00:00,2018-12-06 22:00:00,365,100000.0,93086.8435380003,-6913.156461999693,-6.9131564619996935,-1.425319423975119,-8.695941909807575,19892,,,359,349,10,97.21448467966573,47.136366601719246,-2336.090196199998,8.663281053439583,-16.481184508822704
32,2018-03-06 22:00:00,2019-03-06 22:00:00,365,100000.0,97311.83510200032,-2688.1648979996826,-2.6881648979996826,-0.5079820672798141,-9.626350096996505,9825,,,363,354,9,97.52066115702479,50.325008768361684,-2269.5744766666658,4.4914544038148305,-24.07254568058589
33,2018-06-06 22:00:00,2019-06-06 22:00:00,365,100000.0,96248.80550400016,-3751.1944959998364,-3.7511944959998362,-1.0905798059033502,-9.513712757183628,15725,,,339,331,8,97.6401179941003,51.412207534743345,-2595.556027999998,1.1393417633715712,-24.07254568058589
34,2018-09-06 22:00:00,2019-09-06 22:00:00,365,100000.0,96917.769838,-3082.230162000007,-3.082230162000007,-0.4301840275565023,-9.747959547289181,21687,,,396,383,13,96.71717171717171,53.71280067362925,-1818.9372830769219,6.04740188454234,-24.07254568058589
35,2018-12-06 22:00:00,2019-12-06 22:00:00,365,100000.0,106765.35193800008,6765.35193800008,6.76535193800008,0.7258547971815889,-5.680664504327713,11008,,,325,318,7,97.84615384615385,55.03947124528307,-1534.3937917142841,23.52325842166144,-14.60727624681842
36,2019-03-06 22:00:00,2020-03-06 22:00:00,366,100000.0,102325.59694400003,2325.5969440000335,2.3255969440000337,0.0677904477315151,-8.739981872059614,11008,,,329,320,9,97.26443768996961,59.20622563124996,-1700.458728444445,19.604035348135625,-16.689771488512715
37,2019-06-06 22:00:00,2020-06-06 22:00:00,366,100000.0,103890.23900400012,3890.239004000119,3.890239004000119,0.22728165763577107,-15.845836850568562,6836,,,525,509,16,96.95238095238096,77.5502946365422,-2223.2928405000007,35.083634191499286,-32.096402640942834
38,2019-09-06 22:00:00,2020-09-06 22:00:00,366,100000.0,101758.96238000004,1758.9623800000409,1.758962380000041,-0.0381004866292915,-16.317282455596587,12702,,,561,547,14,97.50445632798575,77.90917692870197,-2908.6396681428573,47.560278475327166,-32.096402640942834
39,2019-12-06 22:00:00,2020-12-06 22:00:00,366,100000.0,100492.09778799985,492.0977879998536,0.4920977879998536,-2.182446642520452,-16.755508803971228,18573,,,631,615,16,97.46434231378764,81.20413924878042,-3089.5865400000016,49.89969670193203,-32.096402640942834
40,2020-03-06 22:00:00,2021-03-06 22:00:00,365,100000.0,101747.05196399981,1747.0519639998092,1.7470519639998092,-0.009100106907579281,-11.533015522699683,7955,,,619,605,14,97.73828756058158,84.48632521652901,-3524.111586714288,53.840239628430396,-20.848407692178586
41,2020-06-06 22:00:00,2021-06-06 22:00:00,365,100000.0,104564.98822999984,4564.988229999843,4.564988229999843,0.68301078725265,-9.021256038467838,7955,,,443,436,7,98.41986455981942,83.6575095825688,-4560.606052000004,41.2009887469816,-14.29289907893926
42,2020-09-06 22:00:00,2021-09-06 22:00:00,365,100000.0,109986.40786199967,9986.407861999673,9.986407861999673,2.0322499034995314,-8.439067423065978,9506,,,380,375,5,98.68421052631578,90.33809219200009,-4779.251200400006,36.304417756808924,-12.161643412966349
43,2020-12-06 22:00:00,2021-12-06 22:00:00,365,100000.0,106166.91252999981,6166.912529999812,6.166912529999812,1.3325462904347511,-8.556230838581515,9506,,,323,318,5,98.45201238390094,90.84086734591195,-4479.584036000002,26.158731970744135,-12.161643412966349
44,2021-03-06 22:00:00,2022-03-06 22:00:00,365,100000.0,100150.24214199992,150.24214199991548,0.15024214199991548,-0.07711024136749502,-12.990568143742731,10340,,,355,347,8,97.74647887323944,105.55311641498578,-4223.269341249999,8.53332310988047,-22.122466252862658
45,2021-06-06 22:00:00,2022-06-06 22:00:00,365,100000.0,87928.96566799973,-12071.034332000272,-12.071034332000272,-0.5213266405014761,-23.528069263120315,12644,,,422,406,16,96.2085308056872,100.68513645320202,-3253.4875359999996,-8.182438468721898,-31.137770819625555
46,2021-09-06 22:00:00,2022-09-06 22:00:00,365,100000.0,83782.71265999993,-16217.287340000068,-16.21728734000007,-1.2484434368993413,-22.161286421743398,18668,,,444,425,19,95.72072072072072,98.59887158588255,-2994.8443128421063,-23.363956512167753,-33.7037479516345
47,2021-12-06 22:00:00,2022-12-06 22:00:00,365,100000.0,74095.9975359999,-25904.002464000107,-25.904002464000108,-0.9772465767952592,-30.174539835136382,21904,,,555,523,32,94.23423423423424,93.094471082218,-2282.6324869375,-26.724268416533874,-36.76718978825879
48,2022-03-06 22:00:00,2023-03-06 22:00:00,365,100000.0,90392.189196,-9607.810803999993,-9.607810803999993,-0.5940212735142794,-23.638411643274637,21638,,,500,478,22,95.6,113.53455534309619,-2896.3293744545417,-9.794396566114912,-31.172198225983028
49,2022-06-06 22:00:00,2023-06-06 22:00:00,365,100000.0,111867.05583400035,11867.055834000348,11.867055834000348,0.6109449478713891,-13.490457828802443,11718,,,473,450,23,95.13742071881607,111.58421597333349,-1665.545465478259,15.505802484102402,-23.34223210814074
50,2022-09-06 22:00:00,2023-09-06 22:00:00,365,100000.0,112147.76411200012,12147.76411200012,12.147764112000122,0.5497856996551587,-10.978614721915362,9153,,,474,437,37,92.19409282700421,108.37960622883315,-948.7357695135123,28.091501439178263,-18.61182732711263
51,2022-12-06 22:00:00,2023-12-06 22:00:00,365,100000.0,108864.01385799999,8864.013857999991,8.864013857999991,0.3888523477036306,-8.817380134959215,8312,,,459,404,55,88.01742919389977,99.75467195544566,-564.2408261454536,36.241385308389475,-12.835337390189313
52,2023-03-06 22:00:00,2024-03-06 22:00:00,366,100000.0,113245.33249999992,13245.332499999917,13.245332499999918,1.303816788118443,-8.752811927660574,14076,,,404,360,44,89.10891089108911,100.60588022777786,-504.6891770454541,46.005098726445375,-11.881315720827876
53,2023-06-06 22:00:00,2024-06-06 22:00:00,366,100000.0,109918.10998999981,9918.109989999808,9.918109989999808,2.3533517921888722,-4.978282319190116,8011,,,314,276,38,87.89808917197452,100.74870719565233,-470.1075173157891,30.629029960655394,-11.881315720827876
54,2023-09-06 22:00:00,2024-09-06 22:00:00,366,100000.0,99227.72635199974,-772.2736480002641,-0.7722736480002641,-0.41772662949973294,-14.285245857650303,3595,,,356,322,34,90.4494382022472,105.88094881366457,-1018.4630079411759,19.41193844069848,-17.116146618386235
55,2023-12-06 22:00:00,2024-12-06 22:00:00,366,100000.0,107403.16658199983,7403.166581999831,7.40316658199983,0.8510451092755122,-14.5869829157877,9544,,,355,319,36,89.85915492957747,109.45087031347947,-764.1129533888885,36.71773668262014,-17.116146618386235
56,2024-03-06 22:00:00,2025-03-06 22:00:00,365,100000.0,95164.33088999991,-4835.66911000009,-4.835669110000089,-2.098422541575798,-15.08656016760849,15171,,,369,325,44,88.07588075880759,121.05787690461521,-935.1881850909092,11.598219729166857,-17.116146618386235
57,2024-06-06 22:00:00,2025-06-06 22:00:00,365,100000.0,99070.24536600005,-929.7546339999535,-0.9297546339999536,-0.34715475651177663,-18.72330711413574,21135,,,494,437,57,88.46153846153845,143.099115162471,-1112.8633805614036,13.735895086784197,-26.83778383481328
58,2024-09-06 22:00:00,2025-09-06 22:00:00,365,100000.0,114298.7458860003,14298.745886000295,14.298745886000294,4.909386999606082,-16.571603276019438,13052,,,431,383,48,88.8631090487239,149.7993750704958,-883.4250906666667,27.801085803539983,-26.83778383481328
59,2024-12-06 22:00:00,2025-12-06 22:00:00,365,100000.0,107597.44612200028,7597.446122000285,7.597446122000286,0.35528733225960085,-18.24530833322795,13052,,,417,364,53,87.29016786570743,156.20271254395584,-927.660951773585,18.4942141119311,-26.83778383481328
60,2025-03-06 22:00:00,2025-12-19 21:59:00,287,100000.0,118768.29081200033,18768.290812000327,18.768290812000327,,-7.816925470981607,3069,,,333,300,33,90.09009009009009,161.04597232666632,-890.8635632121205,26.225269019222626,-19.651296262733148
